Author,Publisher,Publishing Date,Text
"Carolyn Jarvis, Andrew Russell, Emanuela Campanella",Global News,11/28/2017,"Walk inside Moderna and the feeling of urgency is palpable. It makes sense. The world has been struggling under a pandemic for almost two years, and the biotech firm is fighting to stay ahead of COVID-19, which has killed more than 4.5 million people worldwide. Moderna’s manufacturing site is located 40 minutes outside of Boston, a former Polaroid plant, where vaccine production lines operate around the clock, executives function on minimal sleep, and employees are fuelled by a cocktail of adrenaline and purpose. For two days in September, Global News became the only Canadian news outlet ever to be invited inside Moderna’s operations — for a first-hand look at its manufacturing hub and its headquarters. WATCH: Inside Moderna and its fight to stay ahead of the virus 2:06 Inside Moderna and its fight to stay ahead of the virus Inside Moderna and its fight to stay ahead of the virus Seventy-five per cent of Moderna’s U.S. supply comes from its Norwood technology centre, a cluster of three buildings which are referred to as a “campus” with “neighbourhoods.” The site is growing by the day in an attempt to keep up with global demand. “To give you a feel for how fast we scaled, we’re right now, in manufacturing, around a thousand employees. We have doubled in about five months,” Scott Nickerson, the company’s senior vice-president of U.S. manufacturing, told Global’s current affairs show, The New Reality. ”We’re trying to hire about 500 more as we speak.” Advertisement

How mRNA-1273 is made The centrepiece of the Norwood plant is the production line — showcased through walls of glass, highlighting the intricacy of the manufacturing process. Teams work to produce everything from personalized cancer vaccines to its COVID-19 vaccine, mRNA-1273. “In the case of the coronavirus, we got the sequence from China in early January and within a number of days, down to about a week, we were able to come back with a number of different development candidates that we could try out in our labs before we went into (production),” said Nickerson. The first step in making a vaccine begins at a computer, when a DNA sequence is entered into Moderna’s proprietary software, called the Drug Design Studio. The DNA is then transcribed into messenger RNA (mRNA), which gives the body instructions on how to fight a pathogen. A giant steel box, which looks like an oversized fridge, completes one of the most crucial steps: covering the mRNA in a fatty envelope, called a lipid nano-particle, which allows it to enter human cells. The finished product is then filtered, frozen and shipped out of state to be bottled. Throughout the process, preventing contamination is paramount. Rooms are routinely monitored for microbes and different sections of the manufacturing floor are meticulously colour-coded and taped off. Sensors, typically used by the NFL to track athletes, are mounted on the ceiling to follow employees through a receiver on their ID badge. This ensures operators working in one area don’t cross over into another. “We have an alarm that will go off if the operator goes outside of the space they’re supposed to (work) in,” Nickerson said. “It’s important.”

Vaccines vs. variants As countries around the globe struggle with resurging COVID-19 cases fuelled by the highly infectious Delta variant, Moderna is tacking its sails by tailoring boosters shots to the virus’s mutations. The company has six different boosters in its pipeline, including ones targeting the Delta variant and the Beta variant, multivalent boosters which combine formulations — even a COVID-19 booster combined with a flu shot. “We’ve probably tested over 100 different variants and their mutation combinations over the last six months alone,” said Moderna’s president, Stephen Hoge. “The moment there’s the first posting of a new sequence to the international databases, we download that … we start testing against it.” Advertisement 2:17 Delayed second COVID-19 vaccine doses giving lasting protection Delayed second COVID-19 vaccine doses giving lasting protection For now, Moderna believes its original formulation holds up against the dominant variants in circulation. The question is: for how long? “Our clinical trials, which are the longest exposures to the vaccine and the virus that we have, are starting to suggest to us that it’s time to get concerned and get ready,” Hoge said. Moderna has been studying the response to its vaccine since the summer of 2020, when it enrolled 30,000 people in Phase 3 of its clinical trials. Data from that trial indicates antibody levels start to wane about six months after the second shot. While it is expected antibodies will decrease over time, Hoge says troubling signals came this summer, at the height of the Delta variant outbreak in the U.S., when they started to see a significant spike in breakthrough cases of symptomatic COVID-19, among fully vaccinated clinical trial participants. 1:54 U.S. FDA, CDC support Pfizer-BioNTech boosters for people high-risk or aged 65+ U.S. FDA, CDC support Pfizer-BioNTech boosters for people high-risk or aged 65+ – Sep 23, 2021 It’s not clear if the driving force behind those breakthrough cases is the increased transmissibility of the Delta variant or a decrease in the effectiveness of the original two-dose vaccine. “We don’t know,” said Hoge. “What we can say is the combination of Delta and about nine to 12 months of time since your vaccine is leading to substantially higher breakthrough rates in our clinical trial.” Moderna is erring on the side of caution, asking regulators in the U.S. to green-light a half-dose (50 micrograms) of its original vaccine for use six months after the second shot. Hoge says its data shows the booster brings antibody levels even higher than after the initial shots across all age groups. “What we’re doing as a manufacturer is making sure that the options are there,” he said. “It will ultimately fall to groups like NACI and Health Canada to decide whether to deploy (boosters) in populations.” Moderna has not yet submitted an application for its booster to Health Canada, but it is expected imminently. In September, Canada’s National Advisory Committee on Immunization (NACI) updated its guidance to give additional doses of COVID-19 vaccines to people who are immunocompromised or living in congregate care settings, like long-term care homes. Many Canadian scientists studying COVID-19 vaccines push back against the notion of boosters at this point, saying the protection from two doses is still robust — especially against the target objective of preventing severe outcomes, like hospitalization and death."
Saba Aziz,Global News,11/28/2017," 

Canada’s National Advisory Committee on Immunization (NACI) is now recommending COVID-19 booster shots for residents of long-term care homes and seniors living in other congregate settings.

According to the updated recommendation from NACI on Tuesday, seniors who have already received both doses of a COVID-19 vaccine should be offered a third shot at least six months after their last dose.

However, a booster dose of the AstraZeneca and Johnson & Johnson vaccine should only be considered when an mRNA COVID-19 vaccine — from Pfizer and Moderna — is contraindicated or inaccessible, NACI said.

In making the recommendation, the agency reviewed data on vaccine effectiveness and waning antibody responses after complete vaccination.

 

“NACI has determined that there is an immediate need to provide a recommendation for a booster dose of a COVID-19 vaccine in residents of long-term care and seniors living in other congregate settings as they are at increased risk of infection and severe disease and due to signs that protection might not persist as long in these individuals as in other populations in Canada,” it said on its website.

4:19 COVID-19: NACI recommending booster shots for those who are immunocompromised COVID-19: NACI recommending booster shots for those who are immunocompromised – Sep 10, 2021

Besides long-term care homes, other congregate settings include retirement homes, assisted-living facilities and chronic care hospitals.

Earlier this month, NACI backed a third shot for some immunocompromised individuals.

Based on the recommendations released on Sept. 10, Canada’s Chief Public Health Officer, Dr. Theresa Tam, advised “an additional dose, or third dose of COVID-19 vaccine, for moderately or severely immunocompromised people who are more likely to have had a less than adequate immune response to the initial one or two dose COVID-19 vaccine series.”

 

Dr. Tam said the advice applies to people 12 and up whose immune systems are compromised for a variety of reasons, like being treated for a tumour or having an untreated HIV infection that has advanced.

Canadian studies have suggested that even though people in long-term care had a good antibody response to two doses of vaccine, the majority of residents did not have a detectable level of antibodies against the Delta variant six months later.

5:58 Dr. Isaac Bogoch on mass gatherings and new COVID-19 variants Dr. Isaac Bogoch on mass gatherings and new COVID-19 variants

Before NACI’s announcement, several provinces had already approved COVID-19 booster shots for people in long-term care homes, including Ontario, Saskatchewan, Alberta, and most recently, Quebec.

On Tuesday, British Columbia also said it would start offering third doses to residents in long-term care and assisted living from next week.

“The intent of a booster dose is to restore protection that may have waned over time in individuals who responded adequately to a primary vaccine series,” NACI said, adding that the strategy would help prevent outbreaks among the vulnerable population.

 

Long-term care has borne the brunt of the COVID-19 pandemic in Canada, where aging residents and congregate living proved to be a tragic combination.

About 69 per cent of Canada’s total pandemic-related deaths happened in long-term care homes as of February 2021, according to the Canadian Institute for Health Information.

— with files from Global News’ Twinkle Ghosh, The Canadian Press."
Rachel Gilmore,Global News,11/28/2017," 

Natural immunity will not protect you against COVID-19 as well as an mRNA vaccine, according to both experts and the research.

Multiple anti-vaccine groups touted natural immunity as a viable alternative to getting vaccinated, but experts say the natural immunity is unreliable — especially when there’s a safe and effective vaccine out there.

Even if you’ve already had COVID, you should still get vaccinated, doctors say.

“The idea of natural immunity, people are kind of taking that and running with it, thinking, ‘I don’t need to get vaccinated.’ That’s not true, either,” said Dr. Sumon Chakrabarti.

“Natural immunity does certainly protect you, but we don’t know to what extent.”

 

Vaccines, on the other hand, offer consistent protection against COVID-19 — and unlike natural immunity, you don’t have to get sick to gain the protective benefits of a vaccine.

What is natural immunity?

When you get sick and, eventually, beat a virus, your body learns about the virus that made you sick — so you can ideally avoid being infected again in the future.

“Our immune systems have evolved over millions and millions of years to provide us with lasting immunity from infections that we encounter early in life,” said Dr. Matthew Miller, assistant dean at McMaster University’s department of biochemistry and biomedical sciences.

2:07 Some parents push for COVID-19 vaccine approval for children Some parents push for COVID-19 vaccine approval for children

When Canadians caught COVID-19, the same thing happened — to a point.

 

Provided they survive the illness, patients generally emerge with some protection against COVID-19. That’s why Chakrabarti said there is indeed a “nugget of truth” to the idea that natural immunity can help keep people a bit safer from the virus.

But the level of protection Canadians can get from catching COVID is inconsistent.

“There’s a huge amount of variability in the strength of immunity that’s conferred by natural infection,” said Miller.

“We know, for example, that people who have very mild or asymptomatic cases have much lower levels of immunity than people who have had more symptomatic or severe infections.”

By contrast, the mRNA vaccines offer a high level of protection against severe outcomes from COVID-19 — and they do it consistently.

“The people who are arguing for natural immunity (over) vaccine-elicited immunity often do so with the assumption that natural immunity is superior,” Miller said.

“And in the context of COVID-19, and especially in comparison to our COVID mRNA vaccines, there’s just not strong evidence that that’s the case.”

In fact, there’s some research that suggests that isn’t the case.

 

One study published on June 30 in Science Translational Medicine found people who were fully vaccinated with the Moderna vaccine had antibodies that were more broadly protective against variants than the ones produced by COVID-19 patients.

2:56 Health Matters: Mothers turning to breast milk to protect children too young for COVID-19 vaccines Health Matters: Mothers turning to breast milk to protect children too young for COVID-19 vaccines – May 27, 2021

The CDC published similar findings. Among Kentucky residents who caught COVID during 2020, the ones that were unvaccinated were more than two times more likely to be re-infected compared to the residents who were fully vaccinated.

On top of that, COVID-19 infection can weaken your immune response, according to a June study published by the University of Oxford, which could put you at higher risk of catching a variant of COVID-19.

Compared with fully vaccinated people, unvaccinated individuals are also seven times more likely to catch COVID-19, 25 times more likely to be hospitalized, and 60 times more likely to be in the ICU due to the disease, according to a new report from the Ontario COVID-19 Science Advisory Table.

 

However, if you still get your jab after having recovered from COVID, Miller said something interesting can happen: an even higher level of immunity reportedly takes root.

“There’s really excellent evidence now that people who have had a prior infection and are then vaccinated are the best protected of all,” said Miller.

In fact, they may be able to achieve that level of protection with just one jab, studies published in the New York Times suggested. Chakrabarti agreed.

“People who have gotten infected, the evidence actually shows, if you get a single dose of the vaccine after that, that’s actually very robust immunity,” he said.

The risks of pursuing natural immunity

Natural immunity is also a dangerous thing to pursue, doctors warned.

In Alberta, a number of residents ended up in the ICU after reportedly having a COVID party in an intentional bid to contract COVID-19 and gain antibodies against the virus.

 

“By necessity, to get to immunity, you first have to go through the process of infection,” Miller said.

“And in the context of COVID-19, obviously, those infections can be very severe and sometimes fatal.”

Chakrabarti agreed with Miller.

“To intentionally expose yourself if you haven’t been, that’s not advisable, given that there’s a risk of you getting ill, there’s a risk of other people getting ill,” he said.

Intentionally exposing yourself to COVID-19 at a party, Chakrabarti added, “can result in significant spill over into the community.”

“When you’re in…a region that has a very, very stretched hospital capacity, and now you have one of many types of events where multiple people get sick and potentially hospitalized, it just adds to the strain,” he said.

2:00 Ontario doctor accused of spreading COVID-19 misinformation Ontario doctor accused of spreading COVID-19 misinformation

Some people might not even know that they have an underlying condition, too, which Miller said can put them at serious risk if they catch COVID-19.

 

“They assume they’re low risk, but then get infected and some underlying condition that they weren’t aware of before then surfaces and they wind up on life support or in the worst case scenario, dead,” he said.

“It’s rolling the dice in a way that’s really irresponsible at an individual level and then even more irresponsible at the community level.”

A nuanced approach

And while Chakrabarti says we should make sure we aren’t “throwing the baby out with the bathwater” when it comes to the potential benefits of natural immunity, it’s also important to keep those benefits in perspective.

“This should not be a topic that is controversial just because there are individuals who are…distorting the message,” he said.

“We should be able to talk about these very important infectious disease issues for what they are: it’s a scientific concept that has implications.”

 

Miller agreed that there is “truth” to the fact that “natural immunity is immunity and we can be protected by it.”

“But it’s not a wise strategy to achieve immunity by choice.”"
Leslie Young,Global News,11/28/2017,"The Regeneron antibody cocktail, a combination of drugs used to treat COVID-19, is flying off the shelves in the United States.

The U.S. has purchased nearly three million doses at a cost of around US$2,100 each — much higher than a typical dose of COVID-19 vaccine — and is making the treatment available to patients for free, said the manufacturer.

And the World Health Organization endorsed on Friday the medication for some patients at high risk of hospitalization.

But in Canada, this and other drugs, known as monoclonal antibody treatments, are hardly being used — even though doctors say they would be a useful addition to their COVID-fighting arsenal.

Story continues below advertisement

“This new antibody cocktail is the one that is probably the most promising for people with mild COVID-19 and also seems to be promising for people who are hospitalized with COVID-19, who are naïve to the virus: so they haven’t been vaccinated or they haven’t been infected before,” said Dr. Amol Verma, a physician and scientist at St. Michael’s Hospital and the University of Toronto.

These drugs are a direct shot of antibodies targeting the virus that causes COVID-19, he said, designed to help people who have already been infected better fight it off, and lessening the chance that they may have to be hospitalized.

'It did wonders'

Some patients say the treatments made a huge difference in their lives.

Joyce Wachsmuth, of Eau Claire, Wis., and her husband were infected with COVID-19 in January. A breast cancer survivor, she had never felt so much pain.

Story continues below advertisement

When doctors at the local Mayo Clinic told the 67-year-old that she and her 70-year-old husband were prime candidates for what was then an experimental drug treatment with monoclonal antibodies, she jumped at the opportunity, she told the Associated Press in August.

Wachsmuth said she felt relief just two hours after the one-hour drip treatment.

“It did wonders. It kept us off the hospital and off the ventilators,” said Wachsmuth, who has since been vaccinated.

“From everything that we know so far, and we have several studies on this, it’s remarkably effective,” said Dr. Andrew Morris, an infectious diseases physician at Sinai Health and University Health Network and professor at the University of Toronto.

But although he thinks it’s useful, Morris said, “In Canada, we just don’t have enough of it.”

According to the Public Health Agency of Canada, Canada has received 6,000 doses of the antibody cocktail, with another 3,000 doses due to come in October — far less than the U.S.’s order of 3 million doses.

Almost every province Global News contacted reported limited supply, with some like New Brunswick saying the treatment wasn’t available at all.

Story continues below advertisement

Treatment issues

There are a few reasons why these treatments aren’t broadly used in Canada, said Dr. Theresa Tam, chief public health officer of Canada, at a press conference Friday.

“It’s not really fundamentally about cost. There’s access, but also feasibility of delivery,” she said. “For example, one of the antibody combinations used to have to be given intravenously. And there’s new data to show that you can actually give it under the skin now, and that might then increase the viability of the use of these medications in the frontline setting.”

The logistics of actually giving the medication to people are definitely a barrier, said Dr. Donald Vinh, an infectious disease specialist and medical microbiologist at the McGill University Health Centre.

Story continues below advertisement

“These antibodies, because they require an intravenous infusion, necessarily required an infusion centre,” he said. “And infusion centres are usually done in a hospital setting where you bring people in and you have dedicated health-care personnel who put an intravenous into that person and they give them the medications and they make sure they don’t have any reactions.”

In the middle of a pandemic, there were issues finding personnel to do this, he said, and with making sure that the antibody patients — who have active COVID-19 — are kept away from other people in the hospital.

“Now you’re bringing these people who are infected into a hospital setting, which is obviously not a good thing because you don’t want them exposing other people with a virus,” he said.

In the U.S., some states have set up dedicated antibody treatment centres for COVID-19 patients.

Vinh is hoping to do something similar in Canada, in a dedicated area of the McGill University Health Centre in Montreal, with negative pressure rooms and specially trained staff to ensure that infections don’t spread.

Like Tam, he thinks that new ways of delivering the drug subcutaneously will help solve logistical problems too.

Story continues below advertisement

3:44 Coronavirus: Regeneron co-founder talks about President Trump’s antibody treatment Coronavirus: Regeneron co-founder talks about President Trump’s antibody treatment – Oct 3, 2020

Canada should “absolutely” use monoclonal antibody treatments more, Morris said.

“I think it is problematic that we haven’t been using the therapies yet or if we have, it’s been minimal. I see it as a very, very important part of our strategy of keeping people out of hospital and out of ICUs.”

While Vinh said vaccination is still the most important strategy for fighting the pandemic, antibody treatments have their place.

“These monoclonal antibodies are a welcome addition. They are not a silver bullet,” he said. But for people who get vaccinated but still get infected with COVID-19 and are at risk of complications, they are another tool, he added.

“We can’t just sit idly by and let them let them get infected and deteriorate. If they’ve done their part to get the vaccine, we need to do our part to make sure that we still protect them as much as we can.”

Story continues below advertisement

— with files from Global News’ Linda Boyle and Jamie Mauracher, and the Associated Press"
,,11/28/2017,"A large oil spill off the California coast began washing ashore at Huntington Beach over the weekend after an oil rig pipeline was breached, leaving dead fish and birds strewn on the sand, local and federal officials said."
,,11/28/2017,"Real estate analysts and industry watchers say there’s been a significant increase in the number of Canadians who are buying homes, sight unseen, during the pandemic. Anne Gaviola explains how COVIVD-19 turbo-charged the housing market, pushing prices higher and spurring a buying frenzy."
,,11/28/2017,"Canadian Armed Forces members, the Red Cross, and health workers from Newfoundland and Labrador are preparing to offer help to Alberta, to ease the pressure on hospitals and intensive care units struggling to keep up in province’s worsening COVID-19 crisis. But as Heather Yourex-West reports, front-line doctors say the incoming federal help may not be enough to contain the surge."
,,11/28/2017,"Tens of thousands of Canadians have chosen to end their lives on their own terms since the country’s medical assistance in dying (MAID) program was introduced in 2016. But as Ross Lord reports, increasing demand has left at least one province struggling to provide the end of life service."
,The Associated Press,11/28/2017," 

At least five civilians were killed in a bomb blast outside a Kabul mosque Sunday, a Taliban official said. It was the deadliest attack in the Afghan capital since U.S. forces left at the end of August.

There was no immediate claim of responsibility, but suspicion fell on Islamic State extremists who have stepped up attacks on the Taliban in recent weeks, particularly in an IS stronghold in eastern Afghanistan.

Read more: Afghan interpreter in Pakistan pleads with Ottawa to speed up visa processing

An apparent roadside bomb went off at the gate of the sprawling Eid Gah Mosque in Kabul at a time when a memorial service was being held for the mother of chief Taliban spokesman Zabihullah Mujahid. Five people were killed, said Qari Saeed Khosti, the spokesman of the Interior Ministry.

 

The explosion underscored the growing challenges the Taliban face just weeks after they took control of Afghanistan in a blitz campaign, culminating in their takeover of Kabul on Aug. 15.

During their 20-year insurgency, the Taliban themselves had frequently carried out bombing and shooting attacks, but are now faced with trying to contain rival militants using the same methods. The growing security challenges come at a time of an economic meltdown, as the Taliban struggle to run the country without the massive foreign aid given to U.S.-backed government they toppled.

10:56 ‘It was a mistake’: U.S. military official confirms Kabul drone strike in August killed civilians ‘It was a mistake’: U.S. military official confirms Kabul drone strike in August killed civilians – Sep 17, 2021

Three suspects were arrested in Sunday’s explosion in Kabul, said Bilal Karimi, a Taliban spokesman. He said Taliban fighters were not harmed.

Mohammad Israil, a Kabul resident, said he heard “a loud sound” and saw people running away.

An Italian-funded emergency hospital in Kabul tweeted it had received four people wounded in the blast.

 

The area around the mosque was cordoned off by the Taliban, who maintained a heavy security presence. Later in the afternoon the site was cleaned. The only signs of the blast was slight damage to the ornamental arch by the entrance gate.

IS militants have stepped up attacks against the Taliban since their mid-August takeover, signaling a widening conflict between them.

1:07 Rockets target U.S. troops in Kabul as Afghanistan withdrawal enters final stage Rockets target U.S. troops in Kabul as Afghanistan withdrawal enters final stage – Aug 30, 2021

IS maintains a strong presence in the eastern province of Nangarhar, where it has claimed responsibility for several killings in the provincial capital of Jalalabad.

In late August, an IS suicide bomber targeted American evacuation efforts at Kabul’s international airport. The blast killed 169 Afghans and 13 U.S. service members and was one of the deadliest attacks in the country in years.

Attacks in Kabul have so far been rare, but in recent weeks IS has shown signs it is expanding its footprint beyond the east and closer toward the capital.

 

On Friday, Taliban fighters raided an IS hideout just north of Kabul in Parwan province. The raid came after an IS roadside bomb wounded four Taliban fighters in the area."
,The Associated Press,11/28/2017,"Israel restricted its COVID Green Pass on Sunday to allow only those who have received a vaccine booster dose or recently recuperated from coronavirus to enter indoor venues. The new criteria mean that nearly 2 million people will lose their vaccination passport in the coming days.

Israel is the first country to make a booster shot a requirement for its digital vaccination passport. The move is widely seen as a step to encourage booster vaccination among those who have yet to receive a third dose.

Under the new guidelines, people must have received a booster shot to be eligible for a green pass. Those who have received two vaccine doses, and those who have recovered from coronavirus, will be issued passes valid for six months after the date of their vaccination or recovery.

Story continues below advertisement

The government’s advisory cabinet on coronavirus was set to convene Sunday to discuss existing restrictions and guidelines.

Technical problems hamstrung the Health Ministry’s rollout of the updated green pass as millions of Israelis tried to reissue digital documentation that would allow entry to shops, restaurants, cultural events, gyms and other indoor venues.

2:30 Israel health officials say most breakthrough COVID-19 cases among older, sicker patients Israel health officials say most breakthrough COVID-19 cases among older, sicker patients – Aug 20, 2021

Scores of Israelis staged demonstrations around the country in protest of the green pass system, with convoys of cars clogging morning commutes as many Israelis returned to work Sunday after September’s Jewish High Holidays. Opponents of the system said it is a form of forced vaccination.

“We are totally against any forced vaccinations, or any forced medications, and we are totally against doing anything to our children and grandchildren that we don’t agree with,” said Sarah Felt, who protested along the main highway connecting Jerusalem and Tel Aviv.

Story continues below advertisement

Israel raced out of the gate early this year to vaccinate most of its adult population after striking a deal with Pfizer to trade medical data in exchange for a steady supply of doses.

This summer Israel launched an aggressive booster campaign to shore up waning vaccine efficacy in its population. Over 60% of Israel’s population has received two doses of the Pfizer/BioNTech vaccine and nearly 3.5 million of Israel’s 9.3 million citizens have received a booster dose of the vaccine. But at least 2 million more have received just two doses, and many will lose the privileges bestowed by the green pass.

Recent months have seen a surge in new cases of coronavirus in Israel. As of Sunday, over 70% of the 588 serious coronavirus cases in Israeli hospitals were unvaccinated individuals, according to Health Ministry data.

The ministry issued a statement Sunday morning that because of heavy traffic on its green pass website and app, previously existing certificates would be valid in the coming few days."
"Carolyn Jarvis, Andrew Russell, Emanuela Campanella",Global News,11/28/2017,"Dressed in a fully enclosed pressure suit, like an astronaut in space, a virologist at the Université de Montréal Hospital Research Centre peers into a microscope. Here on the fourth floor of the research centre, he anxiously watches to see if the antibodies generated by a COVID-19 vaccine can fend off a live sample of the novel coronavirus, which has killed more than 27,500 Canadians. The research, which is being overseen by professors Andrés Finzi and Daniel Kaufmann from the Université de Montréal, could help answer key questions scientists around the world are grappling with: who needs a third shot of the COVID-19 vaccine? And when might they need it? WATCH: Antibodies only half the story of vaccine protection: experts 2:02 Antibodies only half the story of vaccine protection: experts Antibodies only half the story of vaccine protection: experts Finzi and Kaufmann’s teams are following a small group of healthcare workers, just over 40, half of whom were previously infected with COVID-19, the other having never encountered the virus — all of whom received two doses of the Pfizer-BioNTech vaccine. Their findings show the vaccine produces a robust immune response and is holding up against infections. “Up to six months, past vaccination, studies from the U.S. and other places — and we are getting similar results — we are measuring that the cellular responses are there,” Finzi told Global News’ current affairs show The New Reality. Read more: An exclusive look inside Moderna Advertisement International researchers, like those from the Université de Montréal, have been studying the blood of individuals to help understand the immune response to COVID-19 vaccines and how long they may provide protection. “We are trying to understand how these antibodies are being elicited, how rapidly they come up and how long do they stay?” Finzi explained. Shape Created with Sketch. Tweet This Click to share quote on Twitter: ""We are trying to understand how these antibodies are being elicited, how rapidly they come up and how long do they stay?"" Finzi explained. “And is it possible that the interval between the doses may affect how good (the response) is?” In the face of surging caseloads, driven by the highly infectious Delta variant, some health agencies have moved quickly to offer third doses to the elderly or immunocompromised, even as most countries have seen pandemics “among the unvaccinated.” However, the debate among public health experts over whether a booster dose is needed for healthy adults — and when they should be given — is divisive.

The Israeli test case 0:44 Israel approves 3rd booster shot of COVID-19 vaccine for people aged 60+ Israel approves 3rd booster shot of COVID-19 vaccine for people aged 60+ – Jul 29, 2021 Israel became one of the first, real-world test cases for COVID-19 vaccinations by locking in a supply of the Pfizer-BioNTech vaccine with a unique deal: vaccines for data, according to a publicly released contract. Now the country has found itself at the centre of a raging global debate around the need for boosters. Over the summer, the country saw a surge in cases, fuelled by the Delta variant, which included thousands who were fully vaccinated. Israeli lawmakers responded by authorizing third doses for those 60 and over in late July before extending that to everyone 12 and older by the end of August. They are now even considering fourth doses, according to statements from Israeli health officials. Jonathan Halevy, president of Jerusalem’s Shaare Zedek Medical Center, said that since the booster campaign began, the country has seen a decline in hospitalizations. “We’ve seen the effect of the booster and the excellent protection it gives against severe disease,” Halevy said. View image in full screen Other countries, like the U.K., France, Germany, and Denmark, have taken more targeted approaches by offering third doses to vulnerable citizens like the immunocompromised and the elderly. In the U.S., President Joe Biden’s administration had planned to offer another round of shots to all fully vaccinated Americans, but the Centers for Disease Control ultimately rejected boosters for the general public, authorizing additional Pfizer-BioNTech doses only for people over 65, as well as those who are deemed high-risk, such as health care workers and teachers. Canada’s National Advisory Committee on Immunization (NACI) has only approved additional shots for immunocompromised people and people living in long-term care homes. READ MORE: COVID-19 booster shots could rake in billions for some vaccine makers At the B.C Centre for Disease Control, Dr. Danuta Skowronski, the epidemiological lead, is among a group of scientists who are skeptical about the need for boosters. “Like a detective, we have to be very careful not to be fooled by what we may sense at first glance,” she said. Advertisement Skowronski has been tracking vaccine effectiveness in B.C. in real-time using a method her team first created for influenza in 2004 and is now used in 25 countries. Her data showed both the Moderna and Pfizer-BioNTech vaccines are offering “terrific” protection against the virus. Dr. Skowronski’s team collected data from nearly 247,000 people in B.C. from May 30 – Sept. 11, coinciding with the rise of the Delta variant. Two doses of both the Pfizer-BioNTech and Moderna vaccines were 98 per cent effective at preventing hospitalizations, while AstraZeneca was 93 per cent effective, according to the data. “It’s important to remember that the goal of the COVID-19 vaccination program is not to eliminate the virus,” she said. “The goal of the program is to minimize hospitalizations, deaths, and severe outcomes.” “We’re not concerned if people have the sniffles,” she said. Shape Created with Sketch. Tweet This Click to share quote on Twitter: <strong>""</strong>We're not concerned if people have the sniffles,"" she said. 1:54 U.S. FDA, CDC support Pfizer-BioNTech boosters for people high-risk or aged 65+ U.S. FDA, CDC support Pfizer-BioNTech boosters for people high-risk or aged 65+ – Sep 23, 2021 The data also indicated the effectiveness of the Pfizer-BioNTech vaccine jumped from 82 per cent to 92 per cent when the spacing between doses was more than six weeks. The Canadian experience is a unique one. Many provinces elected to space out first and second doses by up to four months. Skowronski said this move had an impact on the durability of the vaccine — and in turn, our need for a booster. “It does appear to have optimized the second dose protection in the fall, now when we most need it,” she said.

Extending the dose interval Back in Montreal, Kaufmann and Finzi’s teams also found that extending the dose interval to 16 weeks elicited a strong immune response. “The dosing interval is actually a critical component of the immune response being generated by these vaccines,” Finzi said. While some studies point to waning antibodies over time, Kaufmann said that B-cells and T-cells continue to work together to stave off severe disease after the vaccine is administered. These cells can remain “dormant” for periods of time, but will spring into action if they see a harmful pathogen. “The memory cells wake up and then begin to produce antibodies again,” Kaufmann said. “They can do that very rapidly and very efficiently.” View image in full screen

Safety concerns As countries assess the need for boosters, policymakers are also weighing safety concerns. Advertisement A review published last month in the Lancet, by a group of international scientists, which included departing F.D.A. officials, sharply criticized the push for boosters on several fronts. It highlighted the health risks if boosters are introduced widely too soon, or too frequently, including rare side-effects like myocarditis — an inflammation of the heart muscle — which has been documented following first and second mRNA doses. “If unnecessary boosting causes significant adverse reactions, there could be implications for vaccine acceptance that go beyond COVID-19 vaccines,” the authors said. “Widespread boosting should be undertaken only if there is clear evidence that it is appropriate.” 1:01 CDC director says withholding access to 3rd COVID-19 shot for people in high-risk settings would ‘worsen inequalities’ CDC director says withholding access to 3rd COVID-19 shot for people in high-risk settings would ‘worsen inequalities’ – Sep 24, 2021 The scientists analyzed dozens of studies and said none of the preliminary data or studies provide “credible evidence of substantially declining protection against severe disease.” Both Moderna and Pfizer-BioNTech say they saw no serious side effects, like myocarditis, in their clinical trials of boosters. However, Ontario took steps this week to recommend Pfizer-BioNTech shots over Moderna for those aged 18 to 24 “out of an abundance of caution”. The province said between June and August the risk of myocarditis and pericarditis for men aged 18 to 24 following a second dose of Moderna was one in 5,000. There have been no fatalities. The risk for people who received the Pfizer-BioNTech vaccine was one in 28,000, according to the province. Dr. Kieran Moore, Ontario’s chief medical officer of health, said Moderna’s elevated risk is “very mild” and he had “complete confidence” in the vaccine."
